#SAMPLE	HQ_HOM	HQ_HOM_RATE	HQ_HET	HQ_HET_RATE	CHARR	MEAN_REF_AB_HOM_ALT	HETEROZYGOSITY_RATE	INCONSISTENT_AB_HET_RATE
NA19331	998865	1.00000	1648400	0.97857	0.00337	0.00109	0.62268	0.00985
HG01785	958691	1.00000	1682473	0.97682	0.00445	0.00138	0.63702	0.00956
HG02521	1055877	1.00000	1585082	0.97565	0.00392	0.00123	0.60019	0.01161
HG03123	1009566	1.00000	1606524	0.97724	0.00398	0.00132	0.61409	0.01151
HG02116	1053593	1.00000	1581301	0.97624	0.00348	0.00109	0.60014	0.01186
NA19648	961106	1.00000	1634515	0.97585	0.00361	0.00113	0.62972	0.01192
NA18559	1080461	1.00000	1588757	0.97490	0.00438	0.00138	0.59521	0.01028
HG00318	934548	1.00000	1627674	0.97709	0.00390	0.00121	0.63526	0.01287
HG01205	928413	1.00000	1784135	0.97790	0.00408	0.00127	0.65773	0.00892
HG03394	1013959	1.00000	1595694	0.97828	0.00368	0.00123	0.61146	0.01084
HG01933	996454	1.00000	1663157	0.97659	0.00388	0.00122	0.62534	0.01186
HG02379	1050238	1.00000	1526828	0.97710	0.00390	0.00123	0.59247	0.01270
NA19108	1016681	1.00000	1579286	0.97781	0.00384	0.00125	0.60836	0.01121
NA19323	985770	1.00000	1638453	0.97814	0.00355	0.00112	0.62436	0.01102
NA20517	950815	1.00000	1639506	0.97653	0.00431	0.00137	0.63294	0.01171
NA21118	957749	1.00000	1679643	0.97667	0.00386	0.00118	0.63686	0.01227
NA19198	1028452	1.00000	1609641	0.97699	0.00419	0.00138	0.61015	0.00993
HG00281	956584	1.00000	1663000	0.97461	0.00419	0.00129	0.63483	0.02131
HG00734	933890	1.00000	1716298	0.97686	0.00449	0.00140	0.64761	0.01101
NA20809	948929	1.00000	1671751	0.97706	0.00429	0.00135	0.63791	0.01065
HG01494	957080	1.00000	1717295	0.97746	0.00417	0.00128	0.64213	0.01091
HG01512	926211	1.00000	1620423	0.97621	0.00390	0.00121	0.63630	0.01342
NA18637	1070267	1.00000	1590575	0.97529	0.00441	0.00141	0.59777	0.01153
HG00231	941027	1.00000	1658537	0.97738	0.00374	0.00117	0.63801	0.01179
HG01369	1009708	1.00000	1675189	0.97729	0.00454	0.00143	0.62393	0.00900
HG03563	1003638	1.00000	1600625	0.97784	0.00543	0.00181	0.61462	0.01113
HG00626	1075026	1.00000	1571247	0.97504	0.00363	0.00113	0.59376	0.01170
HG03743	1006481	1.00000	1648626	0.97761	0.00421	0.00133	0.62093	0.01093
HG03225	1009948	1.00000	1588495	0.97784	0.00343	0.00113	0.61133	0.01159
HG03771	972956	1.00000	1715369	0.97736	0.00659	0.00214	0.63808	0.01094
NA12413	922561	1.00000	1591124	0.97823	0.00441	0.00139	0.63298	0.01331
HG00118	946991	1.00000	1683493	0.97795	0.00411	0.00127	0.63999	0.01012
HG03046	978729	1.00000	1585096	0.97806	0.00363	0.00118	0.61825	0.01280
HG02947	995452	1.00000	1607518	0.97705	0.00399	0.00136	0.61757	0.01233
HG03028	969489	1.00000	1560440	0.97734	0.00354	0.00113	0.61679	0.01390
HG02629	997592	1.00000	1610280	0.97784	0.00378	0.00124	0.61747	0.01171
NA20525	947142	1.00000	1669278	0.97733	0.00503	0.00155	0.63800	0.01114
HG01599	1070233	1.00000	1581953	0.97542	0.00379	0.00120	0.59647	0.01082
NA12718	935629	1.00000	1662268	0.97745	0.00434	0.00136	0.63985	0.01120
NA21098	954284	1.00000	1679184	0.97764	0.00416	0.00130	0.63763	0.01227
HG02690	1010030	1.00000	1574526	0.97649	0.00520	0.00170	0.60921	0.01197
HG01530	935377	1.00000	1667154	0.97748	0.00411	0.00127	0.64059	0.01138
NA20804	927251	1.00000	1628871	0.97698	0.00473	0.00145	0.63724	0.01308
HG01678	931106	1.00000	1631933	0.97751	0.00387	0.00120	0.63672	0.01298
NA18864	992582	1.00000	1570006	0.97736	0.00330	0.00108	0.61266	0.01291
NA12400	963143	1.00000	1683345	0.97752	0.00436	0.00138	0.63607	0.00857
HG01047	916469	1.00000	1713786	0.97757	0.00415	0.00128	0.65157	0.01124
NA18624	1071501	1.00000	1559998	0.97562	0.00460	0.00143	0.59282	0.01219
HG03741	988898	1.00000	1656728	0.97647	0.00472	0.00154	0.62621	0.01023
NA19081	1065595	1.00000	1547725	0.97609	0.00398	0.00126	0.59224	0.01285
HG03115	978674	1.00000	1535170	0.97833	0.00414	0.00136	0.61069	0.01332
HG01680	940133	1.00000	1627340	0.97751	0.00428	0.00137	0.63383	0.01232
NA18874	975898	1.00000	1585213	0.97833	0.00361	0.00118	0.61896	0.01247
NA18945	1075523	1.00000	1552703	0.97506	0.00423	0.00134	0.59078	0.01195
HG03867	1015096	1.00000	1602344	0.97818	0.00411	0.00129	0.61218	0.01161
NA21101	967939	1.00000	1730426	0.97711	0.00453	0.00139	0.64129	0.00883
NA20766	937740	1.00000	1652757	0.97678	0.00498	0.00154	0.63801	0.01257
HG04162	946450	1.00000	1702751	0.97755	0.00535	0.00166	0.64274	0.01258
NA18563	1061657	1.00000	1605498	0.97548	0.00410	0.00130	0.60195	0.01081
HG01242	911091	1.00000	1782690	0.97881	0.00384	0.00119	0.66178	0.01099
HG03978	969920	1.00000	1677816	0.97761	0.00595	0.00199	0.63368	0.01172
NA19651	918678	1.00000	1696945	0.97736	0.00350	0.00109	0.64877	0.01284
NA18879	1026687	1.00000	1625892	0.97800	0.00414	0.00137	0.61295	0.00765
HG01492	934159	1.00000	1704371	0.97684	0.00407	0.00128	0.64595	0.01132
NA20340	955173	1.00000	1715671	0.97808	0.00408	0.00129	0.64237	0.01028
HG03385	1017676	1.00000	1584658	0.97724	0.00410	0.00140	0.60894	0.01083
HG00368	959053	1.00000	1660009	0.97792	0.00479	0.00148	0.63382	0.01086
NA19779	918110	1.00000	1713600	0.97772	0.00371	0.00113	0.65114	0.01363
NA18975	1065119	1.00000	1571561	0.97578	0.00426	0.00135	0.59604	0.01140
HG00290	981102	1.00000	1664524	0.97817	0.00476	0.00151	0.62916	0.00662
NA18984	1087996	1.00000	1525058	0.97569	0.00422	0.00133	0.58363	0.01067
HG01342	894884	1.00000	1793278	0.97827	0.00402	0.00122	0.66710	0.01198
HG01389	981057	1.00000	1591282	0.97825	0.00428	0.00136	0.61861	0.01148
HG01488	916174	1.00000	1758819	0.97710	0.00472	0.00150	0.65750	0.01112
HG00251	953333	1.00000	1686510	0.97782	0.00489	0.00154	0.63887	0.00823
HG03902	984660	1.00000	1742729	0.97810	0.00531	0.00169	0.63897	0.00707
NA19435	996696	1.00000	1629377	0.97926	0.00339	0.00112	0.62046	0.01066
HG00629	1106636	1.00000	1564902	0.97605	0.00399	0.00128	0.58577	0.00679
HG00531	1080831	1.00000	1563408	0.97606	0.00446	0.00141	0.59125	0.01041
HG03442	1010425	1.00000	1609652	0.97713	0.00431	0.00147	0.61435	0.01113
NA18635	1071602	1.00000	1588252	0.97628	0.00450	0.00145	0.59712	0.01072
HG01102	929055	1.00000	1766470	0.97840	0.00394	0.00123	0.65533	0.00926
HG02047	1058347	1.00000	1588925	0.97594	0.00362	0.00115	0.60021	0.01120
HG00110	977482	1.00000	1592842	0.97636	0.00382	0.00121	0.61970	0.01344
HG00457	1080157	1.00000	1577861	0.97626	0.00385	0.00121	0.59362	0.01097
HG03238	946398	1.00000	1716974	0.97780	0.00416	0.00131	0.64466	0.01176
NA19652	930103	1.00000	1711406	0.97729	0.00380	0.00119	0.64789	0.01196
HG03491	959984	1.00000	1711522	0.97780	0.00461	0.00145	0.64066	0.01128
NA21092	946873	1.00000	1678804	0.97752	0.00418	0.00128	0.63938	0.01255
HG02382	1057565	1.00000	1555257	0.97564	0.00340	0.00109	0.59524	0.01243
NA20761	946714	1.00000	1663193	0.97718	0.00371	0.00114	0.63726	0.01111
HG01110	945402	1.00000	1734878	0.97673	0.00524	0.00159	0.64727	0.00940
NA19082	1064073	1.00000	1555257	0.97660	0.00352	0.00112	0.59376	0.01178
NA19404	995703	1.00000	1617880	0.97809	0.00354	0.00115	0.61903	0.01145
HG01440	928464	1.00000	1757545	0.97800	0.00367	0.00114	0.65433	0.01067
NA21127	964778	1.00000	1744507	0.97620	0.00456	0.00143	0.64390	0.00899
NA19917	972455	1.00000	1654999	0.97860	0.00375	0.00122	0.62989	0.01126
HG03789	949403	1.00000	1716429	0.97672	0.00844	0.00298	0.64386	0.01153
NA19070	1067003	1.00000	1574784	0.97541	0.00376	0.00117	0.59611	0.01130
NA19080	1084352	1.00000	1522029	0.97551	0.00381	0.00121	0.58396	0.01287
HG02410	1065304	1.00000	1567764	0.97534	0.00442	0.00138	0.59541	0.01157
HG02568	991139	1.00000	1573829	0.97729	0.00386	0.00127	0.61359	0.01255
HG03428	1008335	1.00000	1600847	0.97821	0.00551	0.00196	0.61354	0.01078
NA11840	952885	1.00000	1652517	0.97710	0.00409	0.00129	0.63427	0.01108
NA19318	1005652	1.00000	1636953	0.97766	0.00384	0.00125	0.61945	0.00954
HG00117	990538	1.00000	1629137	0.97700	0.00400	0.00125	0.62189	0.00864
HG00410	1068880	1.00000	1591185	0.97607	0.00425	0.00134	0.59818	0.01087
HG02095	982831	1.00000	1647821	0.97783	0.00397	0.00133	0.62639	0.01121
HG00473	1086035	1.00000	1591072	0.97487	0.00425	0.00133	0.59433	0.01027
HG03629	958868	1.00000	1712633	0.97836	0.00414	0.00130	0.64108	0.01093
NA18988	1076662	1.00000	1553884	0.97707	0.00419	0.00132	0.59071	0.01137
HG01137	959540	1.00000	1681440	0.97803	0.00417	0.00132	0.63667	0.01111
NA21099	965389	1.00000	1696513	0.97694	0.00419	0.00130	0.63733	0.01102
NA19403	984139	1.00000	1651781	0.97862	0.00356	0.00116	0.62664	0.01005
NA18646	1037224	1.00000	1547605	0.97618	0.00476	0.00149	0.59873	0.01324
NA19785	1011349	1.00000	1593315	0.97699	0.00412	0.00133	0.61172	0.01207
NA19777	946065	1.00000	1721328	0.97800	0.00424	0.00134	0.64532	0.01076
HG01885	992762	1.00000	1648191	0.97745	0.00343	0.00112	0.62409	0.01140
NA19072	1084042	1.00000	1575860	0.97606	0.00439	0.00140	0.59245	0.00975
HG02943	1006679	1.00000	1583881	0.97826	0.00433	0.00145	0.61140	0.01130
HG02081	1053107	1.00000	1550915	0.97622	0.00358	0.00115	0.59558	0.01289
HG04062	980979	1.00000	1714002	0.97748	0.00499	0.00160	0.63600	0.01082
HG01536	944207	1.00000	1667202	0.97705	0.00402	0.00125	0.63843	0.01185
HG03022	1036457	1.00000	1577123	0.97545	0.00424	0.00133	0.60343	0.01129
HG03796	941880	1.00000	1728983	0.97729	0.00635	0.00213	0.64735	0.01248
NA20758	940983	1.00000	1671818	0.97703	0.00378	0.00117	0.63986	0.01196
HG00382	946039	1.00000	1644279	0.97714	0.00381	0.00117	0.63478	0.01156
NA20796	957555	1.00000	1651732	0.97677	0.00437	0.00137	0.63302	0.01097
HG00674	1075890	1.00000	1570896	0.97657	0.00384	0.00123	0.59351	0.01082
NA06986	945885	1.00000	1636265	0.97782	0.00424	0.00132	0.63368	0.01188
HG00335	949099	1.00000	1662654	0.97680	0.00493	0.00151	0.63660	0.01194
HG04099	956471	1.00000	1715491	0.97708	0.00578	0.00193	0.64203	0.01156
HG02364	1071797	1.00000	1569252	0.97659	0.00414	0.00131	0.59418	0.01100
HG01597	1074652	1.00000	1586832	0.97621	0.00381	0.00122	0.59622	0.01074
HG00380	944088	1.00000	1684712	0.97768	0.00380	0.00119	0.64087	0.01053
NA12144	934225	1.00000	1649982	0.97677	0.00497	0.00153	0.63849	0.01190
NA18582	1075056	1.00000	1574577	0.97562	0.00393	0.00124	0.59426	0.01124
NA20870	951226	1.00000	1704906	0.97701	0.00430	0.00129	0.64188	0.01166
HG01789	942918	1.00000	1659343	0.97674	0.00922	0.00331	0.63765	0.01213
NA18976	1075219	1.00000	1545282	0.97617	0.00386	0.00124	0.58969	0.01229
NA18499	1013271	1.00000	1610873	0.97713	0.00375	0.00123	0.61387	0.01095
HG03757	945821	1.00000	1673821	0.97689	0.00537	0.00174	0.63895	0.01350
NA19076	1100610	1.00000	1562254	0.97688	0.00410	0.00132	0.58668	0.00782
HG02537	989791	1.00000	1645680	0.97785	0.00438	0.00144	0.62443	0.01083
HG00311	939892	1.00000	1649145	0.97874	0.00393	0.00123	0.63697	0.01087
HG00705	1042699	1.00000	1537289	0.97561	0.00376	0.00117	0.59585	0.01342
NA18606	1124372	1.00000	1514768	0.97628	0.00458	0.00149	0.57396	0.00760
HG02374	1073666	1.00000	1589016	0.97694	0.00438	0.00138	0.59677	0.00967
NA20515	933914	1.00000	1641581	0.97744	0.00359	0.00111	0.63738	0.01252
NA18505	1024894	1.00000	1611725	0.97746	0.00472	0.00156	0.61128	0.00945
HG02655	1004338	1.00000	1586200	0.97649	0.00397	0.00126	0.61231	0.01187
HG01119	942802	1.00000	1690448	0.97721	0.00380	0.00118	0.64196	0.01095
NA20754	950724	1.00000	1686921	0.97735	0.00487	0.00151	0.63956	0.01025
HG01853	1063718	1.00000	1577111	0.97563	0.00404	0.00129	0.59720	0.01153
NA20534	946945	1.00000	1648353	0.97711	0.00523	0.00163	0.63513	0.01162
HG01974	1105499	1.00000	1417911	0.97511	0.00353	0.00115	0.56190	0.01316
NA20885	947728	1.00000	1688144	0.97696	0.00378	0.00116	0.64045	0.01258
HG01325	930119	1.00000	1724800	0.97752	0.00429	0.00132	0.64966	0.01067
NA18954	1062265	1.00000	1592188	0.97716	0.00413	0.00129	0.59982	0.01114
HG03228	977846	1.00000	1622312	0.97779	0.00567	0.00186	0.62393	0.01206
HG02028	1046048	1.00000	1539596	0.97666	0.00355	0.00112	0.59544	0.01361
NA21112	975836	1.00000	1711289	0.97732	0.00448	0.00136	0.63685	0.01052
NA19712	955878	1.00000	1641931	0.97790	0.00345	0.00111	0.63204	0.01250
HG02107	1011989	1.00000	1652591	0.97766	0.00434	0.00140	0.62021	0.00750
NA21117	937340	1.00000	1686208	0.97749	0.00390	0.00117	0.64272	0.01277
NA20882	958520	1.00000	1736332	0.97737	0.00503	0.00158	0.64431	0.00831
HG02409	1070825	1.00000	1566774	0.97540	0.00359	0.00115	0.59402	0.01202
HG03578	1006782	1.00000	1603022	0.97832	0.00395	0.00133	0.61423	0.01081
NA18618	1079864	1.00000	1591529	0.97748	0.00378	0.00120	0.59577	0.00951
NA18636	1079964	1.00000	1596463	0.97608	0.00406	0.00127	0.59649	0.01024
HG03713	962190	1.00000	1700800	0.97826	0.00422	0.00132	0.63868	0.01119
HG04060	991344	1.00000	1723057	0.97787	0.00608	0.00199	0.63478	0.00738
HG01768	938179	1.00000	1679227	0.97743	0.00428	0.00133	0.64156	0.01088
NA18631	1066649	1.00000	1566905	0.97645	0.00453	0.00141	0.59498	0.01186
HG01874	1066171	1.00000	1576303	0.97557	0.00384	0.00122	0.59653	0.01154
NA19256	974731	1.00000	1565694	0.97728	0.00405	0.00131	0.61631	0.01320
HG01566	987800	1.00000	1670828	0.97802	0.00419	0.00132	0.62845	0.00994
HG00243	959195	1.00000	1685423	0.97721	0.00437	0.00136	0.63730	0.00820
HG02348	1034359	1.00000	1476810	0.97592	0.00395	0.00130	0.58810	0.01321
NA18542	1050965	1.00000	1577057	0.97586	0.00435	0.00139	0.60009	0.01151
HG03397	993566	1.00000	1571893	0.97828	0.00606	0.00211	0.61271	0.01224
HG01029	1090358	1.00000	1580120	0.97689	0.00437	0.00141	0.59170	0.00735
HG00554	934098	1.00000	1726333	0.97797	0.00411	0.00129	0.64889	0.01041
NA19746	1022942	1.00000	1623844	0.97641	0.00436	0.00140	0.61352	0.01152
HG02108	959830	1.00000	1677381	0.97753	0.00335	0.00105	0.63604	0.01140
HG00321	988597	1.00000	1660000	0.97731	0.00442	0.00142	0.62675	0.00569
NA12827	971989	1.00000	1684253	0.97762	0.00443	0.00141	0.63407	0.00638
NA18923	1011796	1.00000	1603507	0.97736	0.00322	0.00106	0.61312	0.01102
HG02266	1107249	1.00000	1460276	0.97514	0.00346	0.00112	0.56875	0.01176
HG00141	953685	1.00000	1666947	0.97711	0.00524	0.00164	0.63609	0.01051
HG03099	1023035	1.00000	1594168	0.97702	0.00401	0.00133	0.60911	0.01120
NA19091	1090186	1.00000	1554851	0.97670	0.00446	0.00140	0.58784	0.00959
HG03108	1033737	1.00000	1610231	0.97687	0.00446	0.00150	0.60902	0.00868
NA19247	996379	1.00000	1560142	0.97786	0.00306	0.00100	0.61026	0.01263
HG03600	959067	1.00000	1678819	0.97768	0.00555	0.00183	0.63643	0.01245
HG03458	991031	1.00000	1574866	0.97819	0.00476	0.00165	0.61377	0.01266
NA20764	946908	1.00000	1648151	0.97761	0.00444	0.00136	0.63511	0.01137
NA19670	969640	1.00000	1685694	0.97704	0.00409	0.00125	0.63483	0.01031
NA12842	936950	1.00000	1663848	0.97782	0.00410	0.00125	0.63975	0.01196
HG01864	1063424	1.00000	1599301	0.97688	0.00416	0.00133	0.60063	0.01067
HG02232	946677	1.00000	1648702	0.97791	0.00446	0.00146	0.63525	0.01102
NA20849	975047	1.00000	1688341	0.97741	0.00443	0.00136	0.63391	0.01152
HG00613	1055092	1.00000	1565306	0.97655	0.00383	0.00123	0.59735	0.01133
HG02813	988882	1.00000	1580270	0.97724	0.00411	0.00138	0.61509	0.01278
HG00358	980796	1.00000	1657131	0.97690	0.00440	0.00136	0.62819	0.01008
HG00623	1096426	1.00000	1562060	0.97440	0.00372	0.00119	0.58758	0.01478
HG00106	969169	1.00000	1678472	0.97741	0.00451	0.00141	0.63395	0.00966
HG00346	967012	1.00000	1599424	0.97662	0.00456	0.00143	0.62321	0.01246
HG03303	998051	1.00000	1594578	0.97785	0.00451	0.00158	0.61504	0.01162
NA12273	957594	1.00000	1673993	0.97775	0.00394	0.00123	0.63612	0.01119
HG00236	974382	1.00000	1658957	0.97673	0.00496	0.00153	0.62998	0.00889
NA20334	903797	1.00000	1782082	0.97892	0.00404	0.00124	0.66350	0.01004
NA19235	1002011	1.00000	1585714	0.97786	0.00375	0.00123	0.61278	0.01160
HG00693	1060148	1.00000	1584657	0.97585	0.00394	0.00123	0.59916	0.01145
NA19679	995769	1.00000	1567672	0.97656	0.00426	0.00135	0.61155	0.01153
HG00137	937961	1.00000	1661497	0.97763	0.00474	0.00147	0.63917	0.01105
NA19086	1077989	1.00000	1571937	0.97626	0.00380	0.00119	0.59320	0.01077
NA19011	1072841	1.00000	1587873	0.97580	0.00416	0.00132	0.59678	0.01132
HG01699	956915	1.00000	1643007	0.97732	0.00418	0.00133	0.63194	0.01112
HG02854	1019962	1.00000	1613904	0.97787	0.00389	0.00128	0.61275	0.01019
HG04144	961192	1.00000	1719486	0.97688	0.00676	0.00226	0.64144	0.01098
NA07037	960967	1.00000	1667653	0.97736	0.00508	0.00161	0.63442	0.01029
HG02144	942648	1.00000	1606126	0.97750	0.00356	0.00114	0.63016	0.01357
NA19439	1002554	1.00000	1623040	0.97869	0.00339	0.00110	0.61816	0.01060
HG01578	1001654	1.00000	1651835	0.97639	0.00401	0.00126	0.62251	0.01031
NA20541	956230	1.00000	1656535	0.97819	0.00510	0.00156	0.63402	0.01022
HG01079	928610	1.00000	1731584	0.97888	0.00378	0.00118	0.65092	0.01062
HG03745	973647	1.00000	1633097	0.97657	0.00387	0.00119	0.62649	0.01237
NA18535	1040623	1.00000	1535321	0.97563	0.00351	0.00113	0.59602	0.01303
HG00640	919610	1.00000	1694867	0.97764	0.00380	0.00118	0.64826	0.01182
NA20812	958714	1.00000	1669704	0.97727	0.00419	0.00131	0.63525	0.01067
HG03886	940569	1.00000	1680094	0.97710	0.00434	0.00133	0.64110	0.01285
NA12749	917352	1.00000	1644182	0.97642	0.00441	0.00136	0.64187	0.01234
HG03594	962883	1.00000	1704127	0.97731	0.00527	0.00165	0.63897	0.01141
NA20535	950020	1.00000	1655680	0.97764	0.00493	0.00153	0.63541	0.01064
HG04061	984647	1.00000	1719156	0.97616	0.00846	0.00295	0.63583	0.00951
NA19121	991405	1.00000	1561921	0.97885	0.00339	0.00112	0.61172	0.01236
HG02882	1012308	1.00000	1604951	0.97805	0.00381	0.00128	0.61322	0.01081
HG00188	942422	1.00000	1639024	0.97656	0.00380	0.00118	0.63492	0.01212
NA19819	935716	1.00000	1737070	0.97847	0.00443	0.00144	0.64991	0.01066
HG03126	1016617	1.00000	1619069	0.97792	0.00454	0.00156	0.61429	0.00967
HG01506	944618	1.00000	1640894	0.97728	0.00399	0.00123	0.63465	0.01217
NA20765	930968	1.00000	1656110	0.97697	0.00528	0.00161	0.64015	0.01237
NA18974	1085541	1.00000	1586155	0.97612	0.00538	0.00168	0.59369	0.00758
HG01247	920598	1.00000	1753632	0.97707	0.00388	0.00119	0.65575	0.01143
HG00704	1055980	1.00000	1521248	0.97545	0.00345	0.00110	0.59027	0.01378
HG00304	950496	1.00000	1673814	0.97745	0.00386	0.00122	0.63781	0.01118
HG01705	935753	1.00000	1664945	0.97796	0.00401	0.00123	0.64019	0.01204
HG03105	1025998	1.00000	1582761	0.97703	0.00706	0.00256	0.60671	0.01070
HG01504	937365	1.00000	1648966	0.97706	0.00426	0.00132	0.63757	0.01244
HG00315	954084	1.00000	1642683	0.97715	0.00484	0.00151	0.63259	0.01145
NA21090	962885	1.00000	1706787	0.97696	0.00473	0.00145	0.63932	0.01201
HG02852	1003896	1.00000	1567577	0.97864	0.00394	0.00129	0.60960	0.01312
HG00149	950693	1.00000	1659582	0.97732	0.00374	0.00117	0.63579	0.01108
HG00148	926284	1.00000	1638936	0.97690	0.00354	0.00110	0.63891	0.01251
HG00656	1068159	1.00000	1576498	0.97580	0.00384	0.00119	0.59611	0.01112
HG03969	979269	1.00000	1718571	0.97786	0.00530	0.00168	0.63702	0.00967
NA18523	1009901	1.00000	1608926	0.97752	0.00360	0.00118	0.61437	0.01078
NA18571	1073622	1.00000	1573534	0.97626	0.00388	0.00125	0.59442	0.01052
HG02334	926154	1.00000	1747718	0.97821	0.00428	0.00136	0.65363	0.01122
NA19001	1070671	1.00000	1584182	0.97646	0.00428	0.00133	0.59671	0.01159
NA20296	922855	1.00000	1710803	0.97867	0.00391	0.00122	0.64959	0.01237
NA20581	959793	1.00000	1661044	0.97676	0.00459	0.00144	0.63378	0.01060
NA20815	937354	1.00000	1664961	0.97706	0.00362	0.00113	0.63980	0.01224
HG02642	1015413	1.00000	1588563	0.97684	0.00423	0.00140	0.61005	0.01185
NA20888	974699	1.00000	1674729	0.97733	0.00415	0.00128	0.63211	0.01067
NA20519	955854	1.00000	1648722	0.97726	0.00537	0.00176	0.63301	0.01178
HG01121	934383	1.00000	1717037	0.97766	0.00423	0.00132	0.64759	0.01197
HG00272	983137	1.00000	1669578	0.97703	0.00427	0.00135	0.62938	0.00727
HG02895	1028515	1.00000	1614555	0.97643	0.00431	0.00144	0.61086	0.00977
NA19449	996038	1.00000	1615435	0.97728	0.00316	0.00103	0.61859	0.01156
NA20852	944268	1.00000	1680574	0.97783	0.00397	0.00121	0.64026	0.01284
HG01305	921347	1.00000	1768919	0.97784	0.00450	0.00138	0.65753	0.01118
NA19084	1084755	1.00000	1596724	0.97651	0.00461	0.00146	0.59546	0.00878
HG03765	943015	1.00000	1723163	0.97771	0.00416	0.00126	0.64630	0.01141
HG03439	1018857	1.00000	1592736	0.97803	0.00382	0.00127	0.60987	0.01074
HG01771	955805	1.00000	1670939	0.97677	0.00433	0.00136	0.63613	0.01063
NA19152	1016563	1.00000	1612901	0.97762	0.00377	0.00124	0.61340	0.01002
HG01191	931785	1.00000	1742250	0.97816	0.00439	0.00136	0.65154	0.01030
HG02391	1072218	1.00000	1533897	0.97603	0.00377	0.00118	0.58858	0.01284
NA20905	991023	1.00000	1723168	0.97806	0.00501	0.00156	0.63487	0.00559
NA21120	959603	1.00000	1723558	0.97722	0.00452	0.00138	0.64236	0.01009
HG03667	995189	1.00000	1675620	0.97749	0.00443	0.00140	0.62738	0.01074
HG04173	964514	1.00000	1728053	0.97733	0.00482	0.00150	0.64179	0.01066
HG01623	937113	1.00000	1665044	0.97830	0.00395	0.00123	0.63987	0.01182
HG01795	1089734	1.00000	1582745	0.97580	0.00395	0.00125	0.59224	0.00847
HG01941	1063954	1.00000	1552058	0.97524	0.00395	0.00127	0.59329	0.01061
NA18944	1054280	1.00000	1535469	0.97622	0.00429	0.00144	0.59290	0.01323
HG01048	940344	1.00000	1751268	0.97794	0.00460	0.00143	0.65064	0.00717
NA21119	956835	1.00000	1654635	0.97763	0.00454	0.00140	0.63360	0.01252
HG03695	991808	1.00000	1642637	0.97623	0.00423	0.00131	0.62352	0.01305
NA12830	918866	1.00000	1653174	0.97811	0.00407	0.00125	0.64275	0.01253
NA18924	1011529	1.00000	1602980	0.97735	0.00413	0.00134	0.61311	0.01064
HG02291	1142516	1.00000	1393895	0.97491	0.00380	0.00129	0.54955	0.01231
NA18856	1000882	1.00000	1613224	0.97737	0.00351	0.00112	0.61712	0.01148
HG03716	938711	1.00000	1707132	0.97747	0.00736	0.00250	0.64521	0.01218
HG00183	965710	1.00000	1658632	0.97711	0.00379	0.00118	0.63202	0.01151
NA19310	996848	1.00000	1608626	0.97817	0.00409	0.00132	0.61740	0.01167
HG01094	915628	1.00000	1754334	0.97803	0.00404	0.00123	0.65706	0.01075
NA19756	947416	1.00000	1693803	0.97793	0.00364	0.00115	0.64130	0.01197
NA21105	971231	1.00000	1735629	0.97768	0.00453	0.00137	0.64120	0.00883
NA21126	966131	1.00000	1680458	0.97776	0.00443	0.00136	0.63495	0.01197
HG00268	945527	1.00000	1649890	0.97763	0.00427	0.00133	0.63569	0.01163
NA19467	996103	1.00000	1631356	0.97825	0.00354	0.00115	0.62089	0.01087
HG01334	941801	1.00000	1672114	0.97640	0.00375	0.00117	0.63970	0.01123
HG01684	932123	1.00000	1656803	0.97747	0.00402	0.00124	0.63996	0.01177
HG00126	970946	1.00000	1669493	0.97608	0.00530	0.00167	0.63228	0.00769
HG02165	1061384	1.00000	1581858	0.97673	0.00360	0.00115	0.59845	0.01161
NA18599	1080474	1.00000	1592309	0.97603	0.00428	0.00136	0.59575	0.01038
HG00448	1083064	1.00000	1578265	0.97619	0.00466	0.00147	0.59304	0.01025
HG00610	1084438	1.00000	1569245	0.97610	0.00458	0.00146	0.59135	0.01061
HG04141	977590	1.00000	1732990	0.97656	0.00489	0.00151	0.63934	0.00815
NA19037	1016813	1.00000	1645747	0.97716	0.00416	0.00137	0.61811	0.00890
HG02406	1071594	1.00000	1554911	0.97580	0.00344	0.00110	0.59201	0.01198
HG02380	1119294	1.00000	1459305	0.97384	0.00443	0.00141	0.56593	0.01254
HG03401	982367	1.00000	1552580	0.97698	0.00375	0.00124	0.61247	0.01386
NA18616	1064084	1.00000	1555915	0.97553	0.00408	0.00129	0.59386	0.01204
NA19466	984504	1.00000	1656787	0.97819	0.00360	0.00115	0.62726	0.01026
HG00257	957678	1.00000	1682418	0.97824	0.00464	0.00146	0.63726	0.01004
HG03018	969050	1.00000	1692177	0.97641	0.00459	0.00145	0.63586	0.01164
NA19471	1003080	1.00000	1632836	0.97760	0.00334	0.00107	0.61946	0.01127
HG00114	964876	1.00000	1644454	0.97776	0.00382	0.00120	0.63022	0.01048
NA19248	1027325	1.00000	1601698	0.97740	0.00397	0.00129	0.60924	0.01012
NA20854	947694	1.00000	1733658	0.97812	0.00412	0.00127	0.64656	0.01079
NA11881	958850	1.00000	1654290	0.97759	0.00381	0.00117	0.63307	0.01139
HG03095	976431	1.00000	1564511	0.97698	0.00655	0.00235	0.61572	0.01386
NA18877	1015890	1.00000	1592019	0.97686	0.00325	0.00106	0.61046	0.01164
